tic,toi,cps,ra,dec,tmag,vmag,jmag,smass,sradius,t_eff,evol,ast_det,d,ruwe,rv,rv_err,rot_per,rot_amp,vsini,rhk,shk,per,per_err,epoch,t14,rp,sinc,mp,sig_id,significance,kexp,n_rv,template,h,counts,texpmin,twithoverheads,nobs,ttothr,hexp,priority,pipeline,disp,public_comments,tks_comments,vetting,ao_vet,hires_prv,apf_prv,prv_plan,hires_next_run_notes,nobs_goal_keck,min_cadence_keck,exp_keck,texp_keck,n_shots_keck,n_visits_night_keck,nobs_goal_apf,min_cadence_apf,exp_apf,texp_apf,n_shots_apf,n_visits_night_apf,hires_complete,apf_complete
153951307,1238.02,T001238,201.382398,68.836266000000,11.3,12.8,10.0,0.61,0.62,3853,MS,0.05,71,1.0,,,,,,,,0.764601,0.00006,1684.10279,1.0,1.4,400,2.5,2,7.6,2.4,,0,,60,36.5,38.5,60,38.5,,,spoc,PC,possible L1 candidate in multi system; SNR=7.4,"SNR=7.4, dT=7.7 sep=3.5"" S, dT=6.0 sep=8.7"" E",passed,passed,no,no,,,,,60,,,,,,0.1,,,,,
154716798,1239.01,T001239,158.012370,84.030367000000,10.72,11.63,9.99,0.89,0.79,5217,MS,0.050,127,0.78,1.81,0.44,,,,,,12.63959,0.00016,1694.03758,3.40,4.87,39.8,21.1,1,13.5,6.28,,0,,60,12.4,14.4,60,14.4,,,spoc,VPC,Active star,"Prot=12d, clear field",passed,passed,no,no,note: Porb close to Pstar + active,,,,60,,,,,,0.1,,,,,
198212955,1242.01,T001242,248.553282,60.196098000000,11.60,12.78,10.53,0.67,0.71,4255,MS,0.050,110,0.98,,,,,,,,0.38148,0.00000,1683.71028,0.87,1.87,1844.6,4.1,1,21.9,4.80,,0,,60,35.8,37.8,60,37.8,,,spoc,PC,Possible L1 candidate; very short period,"dV=4.2 sep=4.4"" N",do not observe,passed,no,no,"Better USP candidates available, drop",,,,60,,,,,,,,,,,
219850915,1244.01,T001244,256.280253,69.519379000000,11.02,11.93,10.08,0.73,0.72,4599,MS,0.050,103,0.87,-34.10,0.97,,,,,,6.40015,0.00005,1684.95440,2.27,2.56,56.6,7.1,1,22.4,3.01,,0,,60,16.4,18.4,60,18.4,,,spoc,PC,Potentially a level one candidate,"dV=3.9 sep=42"" S",passed,passed,,,,,,,60,,,,,,0.1,,,,,
230127302,1246.01,T001246,251.116487,70.429639000000,11.18,11.63,10.29,0.87,0.88,5141,MS,0.050,169,0.93,-38.13,0.40,,,,,,18.66033,0.00023,1688.92989,3.93,3.62,27.9,12.7,1,19.6,3.37,,0,,60,12.5,14.5,60,14.5,,,spoc,PC,potential L1 candidate; TOI 1246.01; outer planet to 1246.02 and 1246.03,"dV=5.4 sep=4.5"" NE",passed,passed,yes,no,"TKS-Multis, perform jitter test and re-eval, also reconsider whether APF RVs are useful even though target is faint for APF",,,,60,1200,,,,,,,,,,
230127302,1246.02,T001246,251.116487,70.429639000000,11.18,11.63,10.29,0.87,0.88,5141,MS,0.050,169,0.93,-38.13,0.40,,,,,,4.30744,0.00002,1686.56578,2.17,3.18,197.0,10.2,2,23.8,4.42,,0,,60,12.5,14.5,60,14.5,,,spoc,VPC-,Small centroid offset; potential level one candidate for both candidates 1 (period=18.652); 2 (period=4.307); 3 (period=5.903),"dV=5.4 sep=4.5"" NE",passed,passed,yes,no,,,,,60,1200,1,,,,,,,,,
230127302,1246.03,T001246,251.116487,70.429639000000,11.18,11.63,10.29,0.87,0.88,5141,MS,0.050,169,0.93,-38.13,0.40,,,,,,5.90414,0.00008,1683.46607,2.97,2.66,129.4,7.6,3,17.0,2.95,,0,,60,12.5,14.5,60,14.5,,,spoc,PC,Potential L1 in multi-planet system,"dV=5.4 sep=4.5"" NE",passed,passed,yes,no,,,,,60,1200,1,,,,,,,,,
230127302,1246.04,T001246,251.116487,70.429639000000,11.18,11.63,10.29,0.87,0.88,5141,MS,0.050,169,0.93,-38.13,0.40,,,,,,37.91800,0.00070,1700.72369,3.60,3.64,10.8,12.9,4,13.4,2.70,,,,,,,,,,,spoc,PC,Multi; 4th candidate; close to 2:1 resonance with .01,"dV=5.4 sep=4.5"" NE",passed,passed,yes,no,,,,,60,1200,1,,,,,,,,,
232540264,1247.01,135694,227.870476,71.840951000000,8.5,9.1,7.9,1.02,1.08,5712,MS,0.06,74,1.1,-85.87,0.39,,,,,,15.923849,0.00593,1687.65121,4.3,3.0,71,9.2,1,19.2,2.3,,0,,250,5.0,7.0,60,7.0,,,spoc,PC,Check 232540265,"dV=6.6 sep=10"" SW",passed,passed,yes,yes,"High prio get Keck template ASAP, perform ReaMatch vetting, match with TKS-Shallow, TKS-Flux/Envelopes","need vetting, but just start high cadence (V=9.1)",,,250,600,1,1,30,,0.1,,1,1,,
232612416,1248.01,T001248,259.023619,63.105956000000,11.12,11.81,10.37,0.89,0.87,5227,MS,0.050,169,0.97,,,,,,,,4.36014,0.00001,1687.12167,2.27,7.15,202.6,40.5,1,116.0,17.13,,,,,,,,,,,spoc,VPC+,Low priority PC,"dV=4.1 sep=31""N",passed,n/a,,,,,,,60,1200,,,,,0.1,,,,,
232976128,1249.01,T001249,200.561735,66.308733000000,10.2,11.1,9.5,0.95,1.00,5453,MS,0.05,139,1.0,-11.01,0.47,,,,,,13.078807,0.00469,1694.38221,3.1,3.5,69,12.1,1,11.2,3.4,,0,,60,7.6,9.6,60,9.6,,,spoc,PC,Level 1 candidate,"OoT=2.0sig, dV=4 sep=53"" SE",passed,passed,yes,no,Relevant to science case 1,,60,900,125,900,1,1,,,0.1,,,,,
233684822,1253.01,T001253,260.903200,64.862200000000,9.9,10.7,9.3,1.00,1.45,5641,SG,0.05,185,1.0,,,,,,,,4.675580,0.00007,1685.50420,2.1,4.0,250,15.2,1,21.0,5.8,,0,,,,,,,,,spoc,PC,,,passed,n/a,yes,,,,,,,,,,,,,,,,,
236714379,1254.01,T001254,239.201612,65.889008000000,10.79,11.65,10.04,0.95,1.09,5451,MS,0.050,199,1.13,-28.93,0.41,,,,,,1.01800,0.00001,1683.74811,1.36,6.44,2494.4,33.9,1,50.6,22.29,,,,,,,,,,,spoc,VPC,TOI 1254 under investigation; V-shaped; could be grazing; 2 stars in pixel; possible large-amplitude phase modulation,"V-shaped, b=0.94, dV=4.5 sep=9.7"" NE",do not observe,n/a,no,no,"Strong V-shape, out of transit phase stable variability, drop",,,,60,,,,,,0.1,,,,,
237222864,1255.01,HIP97166,296.244328,74.062737000000,9.14,9.92,8.39,0.86,0.87,5126,MS,0.050,66,1.10,-2.16,0.18,,,,,,10.28891,0.00004,1691.65431,1.52,2.71,59.9,7.8,1,29.6,2.54,,,,,,,,,,,spoc,CPC,Level 1 candidate; small centroid offset from difference images,"OoT=3.6sig, dV=5.9 sep=50"" SSW",passed,passed,,,,,,,250,900,,,,,,,,,,
288132261,1258.01,T001258,209.485050,79.583190000000,9.14,9.63,8.59,1.16,1.49,6124,MS,0.050,155,1.05,9.78,0.50,,,,,,10.26127,0.00009,1691.83795,5.20,4.67,298.4,19.6,1,24.2,5.24,,,,,,,,,,,spoc,PC,TOI 1258 under investigation ,"SPOC DV available, OoT=3.4sig, dV=4.5 sep=17"" NE",passed,passed,yes,yes,"High prio get Keck template, possible match with TKS-Evolved, Ashley to check",low cadence in Jan/Feb (AH 1/19),,,250,,1,1,30,,0.1,,1,1,,
288735205,1259.01,T001259,282.100297,79.256045000000,11.15,12.08,10.23,0.75,0.77,4699,MS,0.050,118,0.99,,,,,,,,3.47797,0.00000,1686.70084,2.47,13.66,153.5,317.8,1,548.6,162.36,,0,,60,18.8,20.8,60,20.8,,,spoc,VPC+,TOI 1259 under investigation ,"dV=4.6 sep=50"" NE",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
355867695,1260.01,T001260,157.145937,65.854551000000,10.8,11.9,9.7,0.66,0.69,4225,MS,0.05,74,1.1,-17.25,0.32,,,,,,3.127160,0.00063,1684.01419,2.0,2.6,104,7.5,1,9.6,4.3,,0,,60,16.3,18.3,60,18.3,,,spoc,VPC,Possibly two level one candidates but scattered light present in difference images,"dV=4.3 sep=38"" SE ",failed,passed,no,no,failed due to high RV variability at the 1 km/s level,,,,60,,,,,,0.1,,,,,
355867695,1260.02,T001260,157.145937,65.854551000000,10.8,11.9,9.7,0.66,0.69,4225,MS,0.05,74,1.1,-17.25,0.32,,,,,,7.491237,0.00171,1686.11776,2.1,3.0,32,9.1,2,9.6,3.9,,0,,60,16.3,18.3,60,18.3,,,spoc,CPC,Possible multi,"dV=4.3 sep=38"" SE ",failed,passed,no,no,,,,,60,,,,,,0.1,,,,,
416195870,1264.01,T001264,287.241995,57.344183000000,10.6,11.5,9.6,0.84,0.97,5040,MS,0.05,142,0.9,-30.99,0.59,,,,,,2.744250,0.00012,1684.61602,1.7,7.6,420,44.9,1,33.4,23.1,,0,,,,,,,,,spoc,VPC-,Check nearby star,"dT=2.0 sep=1.9"" NW (Gaia DR2 sep=2.8"" and Shane AO sep=3""), DV looks good",passed,passed,,,,,,,,,,,,,,,,,,
467179528,1266.01,T001266,197.998168,65.833807000000,11.0,12.9,9.7,0.43,0.44,3618,MS,0.05,36,1.1,-41.88,0.76,,,,,,10.895412,0.00238,1691.00458,2.1,2.6,6,7.3,1,19.0,3.7,,0,,60,41.7,43.7,60,43.7,,,spoc,VPC,L1 candidate,"dV=3.5 sep=37"" W, DV looks good",passed,passed,no,no,"Too faint, see K2-18",,,,60,,,,,,0.1,,,,,
467179528,1266.02,T001266,197.998168,65.833807000000,11.0,12.9,9.7,0.43,0.44,3618,MS,0.05,36,1.1,-41.88,0.76,,,,,,18.795450,0.00255,1689.96465,1.9,1.8,3,3.9,2,7.7,1.7,,0,,60,41.7,43.7,60,43.7,,,spoc,VPC,part of possible multi-planet system,"SNR=7.7, dV=3.5 sep=37"" W, DV looks good",passed,passed,no,no,,,,,60,,,,,,0.1,,,,,
158561566,1267.01,Kepler-14,287.708814,47.333050000000,11.64,12.00,11.20,,2.00,6378,MS,0.050,,,,,,,,,,6.79260,0.00223,2011.20345,6.09,10.81,477.3,81.7,1,12.1,,,,,,,,,,,,spoc,KP,Kepler-14 b,"dV=4.3 sep=26"" E",known planet,n/a,,,,,,,,,,,,,,,,,,
142394656,1268.01,T001268,198.389204,62.305446000000,10.1,10.9,9.4,0.87,0.90,5150,MS,0.05,110,0.9,3.79,0.14,,,,,,8.157668,0.00036,1711.74746,4.0,9.7,90,67.6,1,35.2,23.6,,0,,125,13.5,15.5,60,15.5,,,spoc,VPC+,,"clear field, rotational modulation period 11d",passed,passed,no,no,"Drop, not relevant to any programs, garden variety hot jupiter",,,,125,,,,,,0.1,,,,,
198241702,1269.01,T001269,249.697075,64.558693000000,10.99,11.62,10.30,0.97,0.85,5517,MS,0.050,172,0.79,,,,,,,,4.25291,0.00003,1686.60872,2.60,2.53,231.8,6.9,1,21.6,2.80,,,,,,,,,,,spoc,PC,L1 candidate; possible multi,"dV=4.4 sep=30"" S, SNR=7.8 before, now 16.6",passed,passed,yes,no,"TKS-Flux, TKS-Fgap, perform jitter test then re-eval",,,,90,1200,1,1,,,0.1,,,,,
198241702,1269.02,T001269,249.697075,64.558693000000,10.99,11.62,10.30,0.97,0.85,5517,MS,0.050,172,0.79,,,,,,,,9.23909,0.00046,1685.96858,2.91,2.39,82.4,6.3,2,9.6,1.96,,,,,,,,,,,spoc,PC,Level 1 candidate,"dV=4.4 sep=30"" S",passed,passed,yes,no,,,,,90,1200,1,1,,,,,,,,
286923464,1271.01,118203,203.510581,53.728527000000,7.5,8.1,6.9,1.05,2.05,5837,SG,0.46,92,1.1,-29.55,0.03,,,,,,6.134842,0.00056,1712.66237,5.6,13.3,986,317.8,1,97.0,107.5,,2,,250,1.9,4.0,60,4.0,,,spoc,KP,HD 118203 b,,known planet,passed,no,no,"TKS-Obliquities only, transit opportunity in Feb",,,,,,,,,,0.1,,,,,
417948359,1272.01,T001272,199.196626,49.861039000000,11.0,11.8,10.2,0.83,0.81,4987,MS,0.05,138,0.9,,,,,,,,3.315997,0.00048,1713.03175,1.5,4.6,218,18.8,1,23.3,9.2,,0,,60,14.0,16.0,60,16.0,,,spoc,VPC+,,"dV=1.9 sep=62"" NE",passed,passed,yes,no,"Relevant to TKS-Shallow, observe montly cadence, planet on the boundary of hot planet desert",,30,,60,900,1,1,,,0.1,,,,,
459969957,1274.01,T001274,254.816911,65.747118000000,11.90,12.78,11.00,0.75,0.80,4684,MS,0.050,178,1.00,,,,,,,,19.32034,0.00006,1693.04227,4.30,10.12,17.1,73.0,1,116.0,21.13,,,,,,,,,,,spoc,VPC+,TOI 1274,clear field,passed,n/a,no,no,"Too faint, drop",,,,60,,,,,,,,,,,
153949511,1277.01,T001277,172.748354,66.796590000000,9.8,10.4,9.1,0.98,0.86,5544,MS,0.05,101,0.9,-1.61,0.37,,,,,,,,1684.96500,4.6,3.5,45,12.1,1,9.5,,,0,,250,16.2,18.2,60,18.2,,,spoc,FA,Single transit,"SNR=9.5, odd-even=2.8sig, clear field, transit at BJD 2458728 same as 1277.02",passed,passed,no,no,"drop, it's unclear what the periods are of the two transiting planets. periods listed are likely wrong",template + nightly in Jan/Feb (AH 1/19),60,30,250,,,,,,0.1,,,,,
153949511,1277.02,T001277,172.748354,66.796590000000,9.8,10.4,9.1,0.98,0.86,5544,MS,0.05,101,0.9,-1.61,0.37,,,,,,37.074384,0.00318,1692.46195,3.4,3.9,13,14.2,2,9.9,2.8,,0,,250,16.2,18.2,60,18.2,,,spoc,PC,Likely single transit; first transit is on a momentum dump,"clear field, transit at BJD 2458728 same as 1277.01",passed,passed,no,no,,template + nightly in Jan/Feb (AH 1/19),60,30,250,,,,,,0.1,,,,,
224297258,1279.01,T001279,185.063883,56.201148000000,10.0,10.7,9.3,0.96,0.84,5477,MS,0.05,107,0.9,30.67,0.31,,,,,,9.614679,0.00239,1717.45509,2.9,3.0,75,9.1,1,8.7,2.8,,1,,125,11.2,13.2,60,13.2,,,spoc,VPC,,clear field,passed,passed,yes,no,"Passes recon stage, relevant to mass-radius-flux, TKS-Shallow, observe at high cadence, ",nightly in Jan/Feb (AH 1/19),60,30,125,900,1,1,,,0.1,,,,,
230017324,1280.01,T001280,291.465150,61.776253000000,10.64,11.58,9.68,0.74,0.75,4665,MS,0.050,92,0.79,,,,,,,,9.69266,0.00013,1691.30350,2.99,3.42,36.5,11.6,1,22.1,4.24,,,,,,,,,,,spoc,PC,"could also be on TIC 230017325 (TOI 1363.01) which is a PC 6"" away with the same period and slightly brighter host star; difference images show scattered light","dV=-0.5 sep=7"" E, dV=3.9 sep=2.5"" SE, transits might be from TOI-1363 or TIC1884100866",passed,passed,,,on hold - ambiguous which star has transit,,,,125,,,,,,0.1,,,,,
236445129,1282.01,KELT-16,314.268494,31.661008000000,11.4,11.7,10.9,1.30,1.41,6430,MS,0.05,445,1.2,-29.70,0.10,,,,,,0.968995,0.00002,1711.39643,2.5,17.9,7009,44671.0,1,80.4,24234.4,,0,,60,13.5,15.5,60,15.5,,,spoc,KP,KELT 16b,"3 stars with dV<5 and 10""<sep<20""",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
266593143,1283.01,HTR248-002,324.536380,30.488735000000,9.8,10.4,9.0,0.92,0.84,5337,MS,0.05,92,0.9,20.02,0.30,,,,,,10.337891,0.00041,1719.47577,4.1,12.1,63,317.8,1,181.2,98.6,,1,,60,3.9,5.9,60,5.9,,,spoc,KP,HAT-P-17 b,"dV=4.0 sep=26"" NW",known planet,n/a,,,,twice per year for planet c (RR 6/2),,,60,,,,,,0.1,,,,,
352764091,1287.01,196603,308.747296,63.475318000000,8.59,9.16,8.04,1.07,1.21,5891,MS,0.050,93,0.86,-12.30,0.16,,,,,,9.59728,0.00015,1714.68725,5.04,2.72,193.7,7.8,1,17.5,2.26,,2,,250,5.3,7.3,60,7.3,,,spoc,PC,Centroid offset; check neighbors; very crowded. Some transits affected by momentum dumps and scattered light,"several stars dV>7 sep<20"", DV looks good",passed,failed,yes,yes,Keck/NIRC2 shows two stars dK=~1.8mag sep=~0.1'',,60,30,250,,1,1,30,,0.1,,1,1,,
365733349,1288.01,T001288,313.166578,65.609079000000,9.93,10.45,9.19,1.18,0.92,6180,MS,0.050,115,1.06,-67.98,0.52,,,,,,2.69983,0.00001,1712.35854,2.34,5.07,693.6,22.6,1,61.7,9.28,,,,,,,,,,,spoc,VPC,\Gemini-NIRI quicklook AO shows a star ~1'' West; fainter than main target.,"dV=4.9 sep=23"" SE",passed,failed,yes,,"a few more RVs when it rises (April), two faint contaminants with sep<2""",get a few more RVs to assess K (AH 1/2),,,125,900,1,1,,,0.1,,,,,
417676622,1290.01,Kepler-68,291.032358,49.040258000000,9.5,10.1,9.0,1.06,1.26,5875,MS,0.06,144,0.9,-19.96,0.38,,,,,,5.400569,0.00252,1683.40081,3.7,2.6,448,7.0,1,8.8,2.5,,1,,200,9.9,11.9,60,11.9,,,spoc,KP,Kepler-68 b,clear field,known planet,n/a,,,,,,,200,900,,,,,0.1,,,,,
198186769,1291.01,T001291,245.818066,62.925063000000,10.87,11.52,10.35,1.20,1.81,6229,SG,0.050,428,0.87,-19.46,0.55,,,,,,7.15996,0.00129,1688.79068,7.72,4.84,742.1,20.9,1,14.0,6.14,,0,,60,11.2,13.2,60,13.2,,,qlp,PC,TOI 1291 TFOP under investigation; minor flux depth aperture correlation; (Public comment from previous TOI+ list entry for TOI-1291: Possibly 2x period; other dips in the raw light curve near half phase),"period probably 2x, may explain odd/even transit difference, dV=3.7 sep=67"" SE, Keck/NIRC2 AO dBrGamma=3.8 sep=0.48"" SW",passed,failed,wait,no,"Possible match with TKS-Evolved, get recon spectrum, check vsini, and re-eval. Passed re-eval",,,,60,,,,,,0.1,,,,,
202504234,1293.01,T001293,230.309893,63.565448000000,10.9,11.6,10.3,1.08,1.11,5923,MS,0.05,240,0.9,-12.66,0.73,,,,,,1.684810,0.00019,1685.23269,0.8,3.8,1669,14.1,1,11.0,7.2,,0,,60,12.7,14.7,60,14.7,,,qlp,BEB?,Low SNR; possible L1 candidate,"dV=4.6 sep=28.4"" SW, MCMC fit seems slightly v-shaped",do not observe,passed,no,no,drop because light curve looks bad,,,,60,,,,,,0.1,,,,,
219015370,1294.01,T001294,223.092886,70.476568000000,10.95,11.31,10.34,1.02,1.58,5714,SG,0.050,333,0.94,-94.62,0.47,,,,,,3.91500,0.00011,1684.34736,2.67,9.96,998.8,71.1,1,56.0,28.48,,0,,60,9.3,11.3,60,11.3,,,qlp,VPC+,TOI 1294; TFOP WG under investigation,"clear field, high SNR",passed,passed,wait,no,"possible match with TKS-Evolved, get vetting spectrum and re-eval. Passed on re-eval",,,,60,,,,,,0.1,,,,,
219852584,1295.01,T001295,256.672287,67.871467000000,10.80,11.30,10.34,1.32,1.60,6470,MS,0.050,388,0.95,-19.06,0.69,,,,,,3.19688,0.00002,1928.73964,3.70,15.65,1847.7,38448.7,1,165.5,13869.72,,,,,,,,,,,spoc,VPC+,"TOI 1295 under investigation; ""The two TRES observations yield a velocity shift of 593 m/s in phase with the photometric ephemeris. No more recon spectra are needed for this candidate hot Jupiter""","dV=5.2 sep=37.4"" NW",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
219854185,1296.01,T001296,256.770910,70.238510000000,10.80,11.37,10.15,0.96,1.75,5494,SG,0.050,323,0.94,25.22,0.41,,,,,,3.94434,0.00003,1930.75575,4.83,15.66,1081.3,38473.4,1,93.1,15967.20,,,,,,,,,,,spoc,VPC+,TFOP under investigation; ephemeris match to TIC 219854182,"dV=6.0 sep=17.8"" E, dV=5.0 sep=28.5"" N",passed,passed,,,,,,,60,,,,,,0.1,,,,,
237104103,1298.01,T001298,241.323364,70.189850000000,10.96,11.89,10.39,1.02,1.49,5731,SG,0.050,319,0.82,-55.47,0.43,,,,,,4.53715,0.00009,1684.57978,3.91,10.90,733.8,82.9,1,41.0,31.59,,,,60,15.8,17.8,60,17.8,,,qlp,VPC,TOI 1298 under investigation,clear field,passed,n/a,yes,no,,,,,60,,,,,,0.1,,,,,
356867115,1301.01,T001301,275.863134,71.581378000000,10.52,11.34,9.68,0.77,0.73,4781,MS,0.050,91,0.98,-24.38,0.66,,,,,,6.09635,0.00003,1686.10001,2.34,2.71,70.0,7.8,1,24.5,3.25,,,,,,,,,,,spoc,PC,L1 candidate,"dV=6.3, sep=21''",passed,passed,,,,,,,60,,,,,,0.1,,,,,
405904232,1312.01,T001312,301.562579,52.164129000000,10.1,10.6,9.6,1.26,1.86,6349,MS,0.05,316,1.1,-36.82,3.08,,,,,,11.076500,0.00048,1688.22523,4.9,12.8,455,317.8,1,50.0,78.2,,0,,60,4.8,6.8,60,6.8,,,qlp,PC,,"Crowded field, dV=5.4 sep=21.6"" SW",failed,n/a,,,,,,,60,,,,,,0.1,,,,,
136848581,1314.01,T001314,317.747943,43.551953000000,9.90,10.75,9.10,,2.72,5155,SG,0.050,285,1.14,-8.79,3.71,,,,,,2.63999,0.00043,1713.14080,2.82,8.55,632.6,54.8,1,16.0,,,0,,60,5.5,7.5,60,7.5,,,qlp,PC,Noisy evolved star; low SNR transit,"crowded field, potentially v-shaped transit",failed,passed,,,,,,,60,,,,,,0.1,,,,,
269701147,1339.01,191939,302.023979,66.850576000000,8.29,8.97,7.60,0.95,0.92,5461,MS,0.050,54,1.12,-9.27,0.00,,,,,,8.88025,0.00002,1715.35679,3.04,3.52,99.3,12.2,1,69.5,3.89,,,,,,,,,,,spoc,VPC,multi-planet system; candidate .01,"dT=6.5 sep=11"" W",passed,passed,yes,yes,observe again when it rises (March) - additional planet emerging (P~105d),Nightly June/July (RR 6/2),,,250,500,1,1,30,,0.1,,1,1,,
269701147,1339.02,191939,302.023979,66.850576000000,8.29,8.97,7.60,0.95,0.92,5461,MS,0.050,54,1.12,-9.27,0.00,,,,,,28.58033,0.00027,1726.05359,4.45,3.23,20.9,10.5,2,32.9,2.27,,,,,,,,,,,spoc,VPC,part of possible multi-planet system,"dT=6.5 sep=11"" W",passed,passed,yes,yes,observe again when it rises (March) - additional planet emerging (P~105d),Nightly June/July (RR 6/2),,,250,500,1,1,30,,0.1,,1,1,,
269701147,1339.03,191939,302.023979,66.850576000000,8.29,8.97,7.60,0.95,0.92,5461,MS,0.050,54,1.12,-9.27,0.00,,,,,,38.35183,3.68E-04,1743.55395,5.49,3.25,14.1,10.6,3,38.6,2.09,,,,,,,,,,,spoc,PC,period updated,"dT=6.5 sep=11"" W",passed,passed,yes,yes,observe again when it rises (March) - additional planet emerging (P~105d),Nightly June/July (RR 6/2),,,250,500,1,1,30,,0.1,,1,1,,
219852882,1346.01,T001346,256.622915,68.842916000000,10.73,11.69,9.91,0.82,0.78,4965,MS,0.050,115,0.83,-16.31,0.65,,,,,,5.50254,0.00004,1687.72412,2.82,2.50,102.9,6.8,1,14.0,2.81,,,,,,,,,,,spoc,PC,multi; potential level 1 candidate,"SPOC DV available and looks good, Prot=10d, dV=-0.2 sep=39"" NW",passed,passed,,,,,,,60,,,,,,0.1,,,,,
219852882,1346.02,T001346,256.622915,68.842916000000,10.73,11.69,9.91,0.82,0.78,4965,MS,0.050,115,0.83,-16.31,0.65,,,,,,1.76226,0.00001,1684.53714,0.76,2.26,469.7,5.7,2,13.1,3.47,,,,,,,,,,,spoc,PC,Candidate interior to TOI 1346.01 (5.5d). check for TTVs. Contaminating bright star 1 pixel away.,"MES=8.4, Prot=10d, dV=-0.2 sep=39"" NW",passed,passed,,,,,,,,,,,,,,,,,,
229747848,1347.01,T001347,280.326761,70.289941000000,10.72,11.17,10.01,0.95,0.85,5424,MS,0.050,147,0.74,-16.20,0.55,,,,,,0.84744,0.00001,1683.55625,0.90,1.91,1880.7,4.3,1,16.8,3.03,,0,,60,8.1,10.1,60,10.1,,,spoc,PPC,multi,dV=4.9 sep=26'' S; shallow transit but lots of them so looks ok. Already observing for USP,passed,passed,,,,,,,90,900,,,,,0.1,,,,,
229747848,1347.02,T001347,280.326761,70.289941000000,10.72,11.17,10.01,0.95,0.85,5424,MS,0.050,147,0.74,-16.20,0.55,,,,,,4.84167,9.10E-05,1683.35444,2.35,1.91,184.1,4.3,2,7.5,1.69,,,,,,,,,,,spoc,PC,potential L1 candidate in multi-planet system; low SNR; check neighbors,dV=4.9 sep=26'' S; shallow transit but lots of them so looks ok. Already observing for USP,passed,passed,,,,,,,90,900,,,,,,,,,,
230017325,1363.01,T001363,291.469184,61.776106000000,10.38,11.04,9.78,1.11,3.51,6012,SG,0.050,615,1.39,,,,,,,,9.69255,0.00023,1691.30300,2.63,12.98,1698.2,317.8,1,20.0,88.92,,,,,,,,,,,qlp,PC,Potentially blended; matches TIC 230017324 (TOI 1280.01); 4 sigma odd-even,"dV=0.5 sep=7"" W, dV=4.5 sep=6"" W, transits probably from TOI-1280",do not observe,failed,no,no,,,,,60,,,,,,0.1,,,,,
343019899,1386.01,T001386,334.503696,54.319000000000,10.06,10.61,9.48,1.03,1.03,5769,MS,0.050,147,0.95,-23.51,0.57,,,,,,,,1752.31132,5.69,6.89,,38.1,1,18.0,,,0,,250,20.3,22.3,60,22.3,,,qlp,STPC,single transit,"crowded field, dV=2.9 sep=10"" W",passed,passed,yes,,,nightly/frquently in Jan to refine period; rec by Paul D. (AH 1/2),,,60,500,1,1,,,0.1,,,,,
346338552,1388.01,HTR205-23,344.445185,38.675099000000,9.8,9.8,9.2,1.13,1.18,6051,MS,0.05,159,1.1,-2.67,0.00,,,,,,4.46491,0.00020,1739.94268,2.7,16.0,548,39549.7,1,124.0,14190.26,,0,,60,2.4,4.4,60,4.4,,,qlp,KP,HAT-P-1b,"dV=-0.1 sep=11"" SW",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
389182138,1391.01,T001391,343.635752,54.161771000000,10.5,11.1,9.8,0.90,0.79,5256,MS,0.05,116,0.9,-8.44,1.08,,,,,,2.726380,0.00117,1740.11127,2.2,2.6,318,7.3,1,9.0,3.6,,1,,125,16.5,18.5,60,18.5,,,qlp,PNEB,Potential level 1 candidate,"dV=4.3 sep=23"" NE",passed,passed,no,,"New data release 6/02/2020 makes this look questionable, but still seems valuable",frequently in January (AH 1/2),60,30,125,,1,1,,,0.1,,,,,
199444169,1410.01,T001410,334.883243,42.560269000000,10.2,11.1,9.3,0.71,0.78,4507,MS,0.05,73,1.0,2.17,0.34,,,,,,1.216835,0.00016,1739.72966,1.1,3.3,567,10.8,1,18.1,8.1,,0,,125,16.1,18.1,60,18.1,,,spoc,VPC+,potential L1,"dV=5.0 sep=12"" SE, dV=2 sep=31"" E ",passed,passed,yes,,,nightly in Jan (AH 1/18),60,30,90,900,1,1,,,0.1,,,,,
116483514,1411.01,GJ9522A,232.945069,47.056836000000,9.10,10.51,8.00,0.65,0.69,4184,MS,0.050,32,1.00,13.67,0.31,,,,,,1.45204,0.00001,1739.47541,1.52,1.44,276.7,2.7,1,15.7,2.01,,,,,,,,,,,spoc,CPC,TOI 1411 under investigation; potential L1 candidate; centroid offset,OoT=4.29sig,passed,passed,yes,no,"TKS-Fgap, we are interested in the target perform a jitter test and re-eval",nightly in Jan/Feb (AH 1/18),60,30,250,900,1,1,,,0.1,,,,,
148782377,1415.01,HIP71409,219.037396,42.378275000000,8.40,8.86,7.91,1.28,1.41,6383,MS,0.050,112,0.98,-33.16,0.54,,,,,,14.41936,0.00226,1933.17779,5.16,5.08,187.4,22.7,1,16.1,5.07,,,,,,,,,,,spoc,PC,variable star,"dV=8.1 sep=21"" SW",failed,passed,no,no,"We have a vsini = 17 km/s from APF spectrum, drop from PRV sample, possible DT/RM target",,,,250,,,,,,0.1,,,,,
